crop,p,c1,c2,land_area_ha,yield_kg_per_ha,production_kg,nuse_kg,nfert_kg_per_ha
sesame,-50,40,-10,40876.07,2502.06,102274430.44,4021728.63,98.39
cassava,50,20,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,-20,-20,-30,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,40,10,20,40362.74,3051.5,123167035.87,2413100.38,59.79
cassava,30,10,-10,47471.81,2785.66,132240270.54,3178528.79,66.96
groundnuts,-50,-50,10,1233679.63,113.75,140335937.37,4616761.05,3.74
sesame,-50,40,-20,44336.41,2403.42,106559005.9,4751666.49,107.17
maize,-50,10,30,115566.46,945.38,109254546.64,7509549.49,64.98
sorghum,0,-10,-50,868624.24,921.21,800189456.9,53719162.5,61.84
sesame,10,-40,50,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,30,40,-20,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,50,20,-40,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,-20,40,40,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,20,-30,40,1199810.8,125.2,150219216.46,4048676.91,3.37
maize,0,40,-20,66361.75,1414.94,93897757.13,5635098.56,84.91
sesame,-10,-30,10,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,-10,50,50,75306.59,6677.27,502842784.95,7522918.76,99.9
cassava,0,0,40,68713.83,1725.27,118549873.65,1896632.53,27.6
sesame,20,30,-10,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,-20,50,10,36706.95,3217.83,118116563.03,3792086.76,103.31
sorghum,0,-30,30,1215636.94,637.78,775314411.12,35914892.04,29.54
maize,-10,30,-20,51283.39,1793.2,91961345.87,8759115.53,170.8
maize,50,20,20,88768.97,1180.2,104765136.09,8369622.53,94.29
sorghum,-30,20,30,326270.42,2078.81,678254924.15,29320492.76,89.87
sesame,-30,40,-20,72855.54,1726.73,125801889.61,7715875.15,105.91
maize,10,0,10,88680.47,1170.58,103807207.19,7733866.46,87.21
cassava,-30,20,-10,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-50,-40,30,1252898.41,650.03,814427026.6,49304956.85,39.35
sesame,30,50,50,98267.56,1343.12,131984838.01,7604209.31,77.38
maize,-50,-30,-40,450924.04,338.96,152846245.7,14362128.26,31.85
sesame,40,0,-20,838281.85,283.92,238001568.11,33998678.35,40.56
sesame,20,50,50,87235.61,1453.66,126810749.58,6759946.21,77.49
maize,-50,-30,40,450924.04,338.96,152846245.7,14362128.26,31.85
cassava,-10,0,30,53894.17,2064.07,111241067.56,1513878.48,28.09
cassava,30,20,-20,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,10,-30,-20,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,10,-20,-30,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,-10,10,-40,489914.31,1414.04,692759441.37,25182123.74,51.4
groundnuts,0,40,-30,70449.37,2040.27,143735933.28,7561618.62,107.33
sorghum,-20,-40,50,1172295.97,599.05,702268221.93,19973215.61,17.04
sesame,-10,-50,-50,1327686.02,205.09,272296216.72,49321198.26,37.15
sorghum,40,-20,0,1075827.38,748.6,805362845.38,49209626.6,45.74
sesame,-30,30,30,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,0,40,0,61511.28,2198.86,135254928.06,5904916.83,96.0
sorghum,10,30,-30,248429.14,2717.48,675101578.16,41547365.66,167.24
sesame,0,-30,-10,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,40,-20,20,1020023.97,770.47,785897037.41,42402307.87,41.57
maize,30,20,-30,103730.8,1108.88,115025392.76,15064263.98,145.22
sorghum,0,50,40,104754.48,5181.24,542758043.05,11237449.04,107.27
maize,30,-50,-40,770141.61,249.87,192438694.32,32171117.7,41.77
maize,10,-40,-30,499128.81,341.04,170222016.02,23817035.14,47.72
groundnuts,-50,0,-40,156935.59,899.89,141224743.86,5432923.66,34.62
cassava,20,-50,-30,1200972.88,148.59,178448926.34,7566703.76,6.3
sesame,-10,50,10,69427.1,1749.94,121493332.59,6552209.16,94.38
sorghum,-10,10,10,489914.31,1414.04,692759441.37,25182123.74,51.4
cassava,10,-40,50,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,-50,20,10,362305.73,1937.99,702146353.58,36995175.67,102.11
sorghum,50,0,30,575888.74,1273.32,733292987.52,35468278.93,61.59
maize,40,-40,-50,637536.76,291.69,185963054.56,31633333.42,49.62
sorghum,20,-20,0,1013938.05,782.14,793040806.54,45401800.25,44.78
sorghum,-30,50,0,58952.49,8497.4,500942726.41,10678649.02,181.14
sesame,-30,-10,50,814742.04,201.78,164397202.63,8802589.73,10.8
cassava,-40,30,-20,47887.57,2641.59,126499197.85,2611258.43,54.53
groundnuts,20,50,-30,76395.82,1961.92,149882596.41,9054048.06,118.51
sorghum,-40,10,-10,489914.31,1414.04,692759441.37,25182123.74,51.4
groundnuts,-30,-20,30,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,40,-50,-20,1248279.91,176.88,220790598.61,23678053.03,18.97
cassava,50,-30,40,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,-10,10,10,24317.73,4429.48,107714803.94,1505409.86,61.91
sorghum,-20,-20,40,805511.43,861.96,694316183.09,20529329.66,25.49
maize,20,30,-30,79276.09,1341.54,106352411.89,13420809.36,169.29
sorghum,-50,-20,-30,954107.3,832.59,794377513.85,47602920.7,49.89
cassava,-20,-50,50,1199086.31,98.66,118305412.83,1714072.52,1.43
maize,10,30,-20,59022.41,1628.23,96101862.97,9663430.02,163.72
sesame,0,-50,-40,1322930.15,203.75,269547225.44,47357749.21,35.8
sorghum,50,30,20,265557.46,2476.67,657697290.47,27177843.54,102.34
sesame,-30,20,-30,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,20,30,0,391656.8,465.87,182463008.76,15317427.14,39.11
sorghum,30,40,50,226213.06,2750.79,622263732.55,18669116.98,82.53
sesame,-10,-30,-30,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,-40,50,50,41655.05,10654.98,443833590.03,4171452.58,100.14
sorghum,-20,-30,-50,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,-40,-30,0,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,-10,-20,-10,970530.6,812.39,788450118.47,44566959.08,45.92
sorghum,-30,-30,-50,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,-50,30,-40,391656.8,465.87,182463008.76,15317427.14,39.11
cassava,-20,-10,0,589255.82,223.51,131702018.94,2540706.54,4.31
groundnuts,-30,50,-30,36233.8,3339.24,120993322.42,4346132.41,119.95
maize,20,30,-20,75085.55,1379.55,103583974.88,11403739.91,151.88
maize,30,30,10,71274.77,1389.88,99063026.36,7955423.54,111.62
cassava,-40,50,-50,8187.39,11856.47,97073594.3,1376508.49,168.13
maize,50,-10,-30,220299.05,641.49,141318892.65,19790940.74,89.84
cassava,-40,0,-10,46310.59,2384.48,110426843.52,1495932.35,32.3
cassava,-10,-50,30,1199168.83,103.81,124489928.04,2058092.85,1.72
groundnuts,-50,50,40,17049.16,5454.47,92994196.35,1615499.18,94.76
sesame,30,-30,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,40,-40,50,1209023.77,635.14,767900769.76,33842610.68,27.99
maize,-30,0,50,42684.52,1842.44,78643453.15,2879226.92,67.45
groundnuts,-10,-50,40,1235216.63,131.96,162997414.4,7835083.71,6.34
cassava,40,40,-30,22196.81,5553.22,123263787.33,2973092.66,133.94
sesame,-20,40,-50,116719.87,1321.82,154282654.88,16903053.79,144.82
cassava,50,40,-10,27001.62,4737.16,127911031.21,3289760.52,121.84
sorghum,-50,40,10,226213.06,2750.79,622263732.55,18669116.98,82.53
maize,-40,-10,0,62338.59,1486.3,92653871.82,5653592.67,90.69
sesame,30,-10,-20,1038121.4,237.91,246978722.98,36330724.46,35.0
sesame,-10,-20,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,-50,-50,-30,578775.2,295.37,170951498.27,21344648.24,36.88
sesame,0,-40,-20,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,30,50,-10,59547.84,1612.48,96019859.54,9267808.61,155.64
maize,20,50,30,43772.81,1919.79,84034592.36,4832570.71,110.4
sesame,-10,0,30,478356.0,365.16,174675196.73,12014140.49,25.12
groundnuts,-30,-20,-10,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,20,-30,-10,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,0,-50,-50,1351598.14,624.92,844635890.24,61559254.18,45.55
cassava,20,-20,-40,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,-20,10,-50,36338.24,3533.74,128410020.22,2995698.63,82.44
sorghum,30,50,50,138217.19,4133.25,571286394.08,13715359.06,99.23
groundnuts,-10,20,-50,183685.91,866.16,159101768.44,8625773.48,46.96
sorghum,40,-10,0,853268.89,916.64,782138868.01,45293788.6,53.08
groundnuts,10,30,-50,183685.91,866.16,159101768.44,8625773.48,46.96
maize,-10,20,-50,73003.46,1444.52,105455061.11,16662336.78,228.24
maize,20,-10,0,156462.84,792.5,123996655.31,12286661.49,78.53
groundnuts,0,0,50,235602.77,633.23,149191250.74,6350499.58,26.95
sorghum,-50,-40,50,1157954.34,554.88,642521578.93,12261867.44,10.59
sesame,20,10,-20,446630.45,460.98,205889652.88,24579307.04,55.03
cassava,-40,-40,50,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,-30,-10,-40,591046.16,232.86,137633700.25,2981317.16,5.04
cassava,50,-20,-50,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,0,50,-20,155470.29,3999.02,621728576.12,33725245.8,216.92
groundnuts,50,30,50,183685.91,866.16,159101768.44,8625773.48,46.96
maize,-10,40,-20,66361.75,1414.94,93897757.13,5635098.56,84.91
maize,50,-50,-20,751659.41,250.8,188515304.21,29292100.2,38.97
sorghum,-50,0,20,173592.27,3302.09,573216941.39,11335853.33,65.3
sesame,20,30,20,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,20,50,10,64578.7,2152.59,139011342.5,6639232.21,102.81
groundnuts,0,-50,10,1237208.41,147.07,181953636.83,11619406.86,9.39
cassava,-20,-50,-30,1199791.78,128.1,153691554.81,4397430.06,3.67
groundnuts,40,-40,30,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,10,0,10,634968.6,1190.97,756226052.36,42602591.04,67.09
sesame,40,50,-40,181347.63,973.0,176451917.91,23555164.37,129.89
sorghum,-20,-10,0,602249.29,1216.19,732446875.32,34032070.4,56.51
cassava,-40,20,10,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,0,30,20,164663.01,3626.27,597112638.67,17648565.35,107.18
groundnuts,-20,-20,20,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,50,0,-30,168007.72,986.06,165665029.8,6497290.31,38.67
maize,-20,-20,50,95035.39,1034.6,98323255.48,4739499.44,49.87
cassava,-50,50,30,4186.01,17994.04,75323213.98,491467.85,117.41
groundnuts,30,10,-40,249317.75,744.49,185613324.94,15605175.01,62.59
groundnuts,-40,-30,0,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,30,-10,-40,212653.71,663.35,141063365.96,20914583.28,98.35
sorghum,-10,10,20,489914.31,1414.04,692759441.37,25182123.74,51.4
sorghum,-50,-30,-40,1215636.94,637.78,775314411.12,35914892.04,29.54
maize,-30,-50,-40,654686.26,276.81,181221750.38,26499196.44,40.48
maize,-40,-50,50,450703.79,296.61,133684127.91,7856597.44,17.43
cassava,-10,-30,-20,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,-30,30,40,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,-40,10,50,106039.56,1103.02,116964104.72,4093205.56,38.6
groundnuts,30,40,-30,100921.5,1578.15,159269686.7,10740535.49,106.42
maize,-30,-50,50,477706.94,291.83,139408287.36,9140776.76,19.13
sesame,-40,50,20,35811.42,2689.81,96325850.99,3215157.32,89.78
sesame,-50,20,-40,391656.8,465.87,182463008.76,15317427.14,39.11
sorghum,-50,-50,-40,1320733.55,633.34,836470421.91,58067212.83,43.97
cassava,20,0,-40,138729.3,1140.3,158192662.18,5532631.55,39.88
groundnuts,30,20,10,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,-20,-10,-20,929948.1,239.69,222901600.0,25120215.83,27.01
sesame,20,40,-20,158091.62,1027.36,162417149.53,16081333.0,101.72
groundnuts,0,40,20,56841.89,2296.67,130547322.47,5121920.94,90.11
groundnuts,-40,-40,-40,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,-10,40,50,69224.77,1662.33,115074191.82,4846281.04,70.01
groundnuts,50,-40,0,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,50,-10,-10,618078.46,275.06,170010628.4,6463202.7,10.46
sesame,-10,50,-40,99799.73,1461.99,145906334.05,14137781.85,141.66
sesame,0,-30,-30,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,20,40,50,65985.64,2031.04,134019684.35,5467074.65,82.85
groundnuts,0,-40,20,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,10,30,30,265557.46,2476.67,657697290.47,27177843.54,102.34
cassava,50,-50,30,1200073.18,131.56,157882704.46,4847295.3,4.04
maize,-50,20,50,17180.11,3460.75,59456016.95,1411869.9,82.18
maize,20,-50,30,626052.09,266.91,167099653.86,17992805.91,28.74
cassava,-20,-30,30,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,30,-40,10,1199810.8,125.2,150219216.46,4048676.91,3.37
maize,40,30,40,69075.09,1386.79,95792608.53,6205002.93,89.83
groundnuts,0,40,-40,74127.1,1983.73,147048261.37,8304712.37,112.03
sesame,40,-40,-10,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,-40,-30,50,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-20,10,-30,31054.52,3860.53,119886807.59,2284622.61,73.57
sesame,30,-40,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,-20,0,-50,98271.27,1166.66,114648985.69,17381769.13,176.88
maize,0,-20,-50,234184.22,619.45,145065231.6,22128667.05,94.49
maize,10,10,-30,115566.46,945.38,109254546.64,7509549.49,64.98
maize,-30,-30,-40,450924.04,338.96,152846245.7,14362128.26,31.85
cassava,-30,-50,30,1199000.9,92.99,111489671.05,1385554.33,1.16
sorghum,50,40,-30,226213.06,2750.79,622263732.55,18669116.98,82.53
maize,40,50,30,54704.63,1652.9,90421250.52,5949932.59,108.76
sesame,-30,-10,-40,957835.1,245.51,235162341.95,30686571.44,32.04
cassava,0,20,30,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-40,-10,-20,512011.31,1423.96,729081637.12,37130128.18,72.52
groundnuts,50,-50,50,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,-10,50,-40,43280.65,2068.96,89546104.41,12405544.68,286.63
sesame,10,-20,30,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,-20,-40,-50,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,-50,-20,-20,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,-40,-40,50,210039.56,542.12,113867246.31,5556772.14,26.46
maize,40,-50,10,698965.05,256.33,179167529.35,23659184.09,33.85
maize,50,50,-40,76061.42,1398.14,106344352.29,15848425.62,208.36
sesame,10,-10,-30,1023251.93,240.56,246150389.61,36033731.81,35.21
sorghum,10,-30,40,1215636.94,637.78,775314411.12,35914892.04,29.54
cassava,40,50,20,14672.65,7339.3,107687000.55,1776637.6,121.09
sesame,-50,0,10,287006.87,509.34,146183002.9,7062660.24,24.61
cassava,50,40,-20,28476.04,4597.42,130916238.43,3624307.05,127.28
sorghum,40,0,20,540033.43,1341.24,724315101.15,33608389.81,62.23
groundnuts,30,30,-20,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,10,-30,30,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,10,40,40,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,-40,10,-40,22550.8,4919.5,110938623.88,1753714.72,77.77
groundnuts,-50,-10,30,627372.57,206.17,129343749.63,3516620.68,5.61
sorghum,-10,-10,50,419340.38,1515.15,635363517.56,14673060.98,34.99
sesame,40,40,20,154412.78,1000.06,154421827.51,12232537.45,79.22
sorghum,40,30,30,265557.46,2476.67,657697290.47,27177843.54,102.34
sorghum,10,20,30,326270.42,2078.81,678254924.15,29320492.76,89.87
sorghum,10,0,-10,516604.98,1424.92,736121740.3,40172088.45,77.76
sesame,20,-40,-20,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,0,-20,-20,197095.09,679.8,133985085.44,15486692.4,78.57
maize,-30,-10,10,71458.89,1337.2,95554817.24,5711300.21,79.92
cassava,-20,30,20,47887.57,2641.59,126499197.85,2611258.43,54.53
groundnuts,-10,-10,-10,694561.12,252.99,175718544.46,10590906.16,15.25
groundnuts,-50,-50,-50,1235424.27,140.46,173528398.51,9798011.81,7.93
cassava,20,-30,-10,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,-30,-30,30,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,-40,50,30,33967.53,2761.1,93787604.42,2897068.33,85.29
cassava,20,-10,-30,614364.72,274.39,168573778.92,6264453.44,10.2
sorghum,10,40,40,226213.06,2750.79,622263732.55,18669116.98,82.53
maize,-50,-10,0,48369.97,1764.79,85362709.8,4509114.84,93.22
sorghum,-20,20,0,185757.05,3339.2,620280170.92,22967062.63,123.64
groundnuts,-10,-30,20,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,-20,50,-10,30343.36,2549.01,77345668.53,5396756.54,177.86
maize,-10,-40,20,361537.06,399.99,144612097.66,12674274.95,35.06
maize,-50,40,-30,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,50,30,0,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-20,-30,0,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,40,0,50,644954.25,304.29,196253491.18,17180270.3,26.64
sesame,-20,-20,30,1286764.47,177.08,227861004.38,25105003.81,19.51
sesame,-50,20,-50,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,-20,-50,-40,1311648.0,201.47,264257480.7,43817890.75,33.41
cassava,-30,50,20,5615.24,14657.97,82308040.18,681360.73,121.34
sorghum,-20,40,0,226213.06,2750.79,622263732.55,18669116.98,82.53
sesame,-10,40,-50,136426.97,1187.74,162039580.23,19212713.6,140.83
sesame,50,0,50,679574.09,296.32,201371708.69,18672381.61,27.48
sesame,40,-20,-10,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,-10,-30,-20,450924.04,338.96,152846245.7,14362128.26,31.85
sesame,40,40,-50,237715.45,807.08,191854397.5,29223038.22,122.93
sesame,10,20,10,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,50,20,-30,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,-20,40,-10,47084.04,2678.13,126097366.91,4694936.99,99.71
groundnuts,-30,30,30,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,30,-40,-30,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,0,40,30,66361.75,1414.94,93897757.13,5635098.56,84.91
groundnuts,-20,50,20,35352.29,3285.18,116138739.9,3540246.63,100.14
sesame,-30,40,-40,87582.3,1576.18,138045519.65,11418744.84,130.38
sesame,40,0,-50,931204.76,273.47,254652468.46,43460375.92,46.67
groundnuts,0,40,50,51167.98,2433.68,124526341.52,4245122.06,82.96
sorghum,-20,10,10,489914.31,1414.04,692759441.37,25182123.74,51.4
groundnuts,40,-50,0,1243927.82,168.44,209530618.81,19467992.3,15.65
groundnuts,30,20,-50,183685.91,866.16,159101768.44,8625773.48,46.96
sorghum,50,-30,40,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,-10,10,10,246679.24,659.11,162587921.06,11526902.5,46.73
maize,50,-30,-40,450924.04,338.96,152846245.7,14362128.26,31.85
groundnuts,20,0,-30,401489.92,471.95,189483707.94,15174981.55,37.8
maize,10,-10,-20,140790.19,871.19,122655433.43,13646495.63,96.93
sorghum,-50,-20,-20,913276.99,856.53,782252198.94,43505868.42,47.64
maize,-40,0,20,40412.56,1966.78,79482716.51,3420427.3,84.64
cassava,20,20,-10,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,-10,-20,30,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,0,-40,-50,1310887.39,641.22,840563237.98,60423893.17,46.09
maize,-10,-50,10,595794.69,278.36,165842728.1,17895701.83,30.04
cassava,50,-30,-20,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,10,20,-40,317507.25,2215.84,703545066.06,45978319.93,144.81
maize,-10,-50,-50,718005.92,262.89,188756295.89,30716432.83,42.78
sorghum,20,-50,0,1305488.62,632.57,825819241.83,53290493.5,40.82
sesame,0,10,-30,387688.0,515.21,199741220.62,23217748.5,59.89
groundnuts,30,50,50,62887.36,2145.62,134932493.96,5773713.29,91.81
groundnuts,0,50,20,48281.96,2631.98,127076934.57,4825675.67,99.95
groundnuts,0,20,-20,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,-20,30,30,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,20,0,-30,802444.87,294.14,236031509.45,33460437.0,41.7
cassava,-40,-30,-40,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,-50,-10,20,629472.48,210.29,132370611.8,3817139.43,6.06
cassava,50,50,-50,28839.33,4778.5,137808774.8,4779714.45,165.74
cassava,-10,40,-40,13526.56,8017.38,108447589.84,1920538.6,141.98
sorghum,-10,-30,10,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,40,50,10,132984.06,1134.94,150928532.93,12347383.19,92.85
maize,40,-30,50,450924.04,338.96,152846245.7,14362128.26,31.85
sesame,-10,-20,40,1286764.47,177.08,227861004.38,25105003.81,19.51
sesame,20,50,0,112501.52,1281.67,144190234.83,11158501.6,99.19
maize,-30,40,10,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,-50,-10,-40,587320.24,219.24,128764567.75,2341383.29,3.99
maize,0,20,-10,65797.7,1488.39,97932654.81,8662863.99,131.66
sorghum,0,10,40,489914.31,1414.04,692759441.37,25182123.74,51.4
maize,40,-20,-50,325808.04,487.27,158755460.27,25834554.77,79.29
sesame,-50,20,10,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,-10,-50,50,1273760.34,150.51,191717872.36,13886226.75,10.9
maize,-10,50,50,26416.74,2653.84,70105929.03,2598731.6,98.37
maize,50,40,-30,66361.75,1414.94,93897757.13,5635098.56,84.91
maize,10,20,-10,65797.7,1488.39,97932654.81,8662863.99,131.66
maize,-50,40,-20,66361.75,1414.94,93897757.13,5635098.56,84.91
groundnuts,-30,50,-40,38117.02,3247.25,123775590.34,4781183.42,125.43
maize,-40,50,40,15084.68,3883.27,58577890.68,1604940.61,106.4
groundnuts,40,-20,-30,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,-40,-50,-40,1298558.67,197.2,256073599.2,38787707.98,29.87
groundnuts,-30,40,30,33287.29,3340.26,111188133.44,2920595.63,87.74
groundnuts,-30,-40,10,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,40,-20,40,965198.1,786.36,758993890.78,34169318.93,35.4
maize,0,-40,50,342157.22,401.04,137218027.28,10101206.35,29.52
cassava,-50,-40,-50,1199810.8,125.2,150219216.46,4048676.91,3.37
maize,30,-20,20,213412.06,617.41,131762849.76,12220360.14,57.26
